"units","scenario","year","value","variable","source"
"W/m^2","GCAM",1981,0.0349403,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1982,0.0355625,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1983,0.0359063,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1984,0.0362715,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1985,0.0366091,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1986,0.0370032,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1987,0.0374405,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1988,0.0378441,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1989,0.0382267,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1990,0.0386362,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1991,0.0394549,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1992,0.0396023,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1993,0.0397321,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1994,0.0401774,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1995,0.0403317,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1996,0.0404678,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1997,0.0413577,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1998,0.0417024,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1999,0.0417624,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2000,0.0417421,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2001,0.0417688,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2002,0.0420783,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2003,0.0423898,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2004,0.0427806,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2005,0.0431361,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2006,0.0434387,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2007,0.0436924,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2008,0.0439025,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2009,0.044074,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2010,0.0442118,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2011,0.0444087,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2012,0.0446612,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2013,0.0449621,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2014,0.0453086,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2015,0.0456969,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2016,0.0460761,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2017,0.0464472,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2018,0.0468114,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2019,0.0471692,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2020,0.0475213,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2021,0.0478682,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2022,0.048276,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2023,0.0487387,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2024,0.0492502,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2025,0.0498057,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2026,0.0503754,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2027,0.0509586,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2028,0.0515545,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2029,0.052162,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2030,0.0527803,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2031,0.0534037,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2032,0.054032,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2033,0.054665,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2034,0.0553024,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2035,0.0559442,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2036,0.056579,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2037,0.0572078,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2038,0.0578311,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2039,0.0584496,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2040,0.0590637,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2041,0.0596635,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2042,0.0602502,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2043,0.0608252,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2044,0.0613895,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2045,0.0619442,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2046,0.0625039,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2047,0.063068,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2048,0.0636363,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2049,0.0642082,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2050,0.0647837,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2051,0.0653592,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2052,0.0659347,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2053,0.0665105,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2054,0.0670864,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2055,0.0676625,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2056,0.0682381,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2057,0.068813,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2058,0.0693875,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2059,0.0699614,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2060,0.0705349,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2061,0.0711042,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2062,0.0716695,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2063,0.0722314,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2064,0.0727899,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2065,0.0733456,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2066,0.0738934,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2067,0.0744342,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2068,0.0749686,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2069,0.075497,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2070,0.0760199,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2071,0.0765319,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2072,0.0770339,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2073,0.0775268,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2074,0.0780113,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2075,0.0784882,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2076,0.0789468,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2077,0.0793887,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2078,0.0798154,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2079,0.0802281,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2080,0.080628,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2081,0.0810068,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2082,0.0813663,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2083,0.0817081,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2084,0.0820337,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2085,0.0823445,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2086,0.0826455,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2087,0.0829373,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2088,0.0832209,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2089,0.0834968,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2090,0.0837656,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2091,0.0840249,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2092,0.0842753,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2093,0.0845176,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2094,0.0847524,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2095,0.0849803,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2096,0.0851982,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2097,0.0854069,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2098,0.0856072,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2099,0.0857996,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",2100,0.0859849,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM",1976,0.332685,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1977,0.339523,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1978,0.349427,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1979,0.355642,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1980,0.355273,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1981,0.351734,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1982,0.360543,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1983,0.348953,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1984,0.357558,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1985,0.362344,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1986,0.366618,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1987,0.377009,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1988,0.385258,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1989,0.386823,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1990,0.38947,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1991,0.413873,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1992,0.392768,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1993,0.400616,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1994,0.413913,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1995,0.407025,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1996,0.405479,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1997,0.437121,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1998,0.430398,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1999,0.412824,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2000,0.410571,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2001,0.411135,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2002,0.421939,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2003,0.425156,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2004,0.436433,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2005,0.437412,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2006,0.434208,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2007,0.430867,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2008,0.427404,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2009,0.423836,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2010,0.420175,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2011,0.420742,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2012,0.421458,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2013,0.422302,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2014,0.423265,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2015,0.424334,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2016,0.420484,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2017,0.416607,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2018,0.412708,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2019,0.408787,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2020,0.404848,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2021,0.400891,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2022,0.394392,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2023,0.388029,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2024,0.381782,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2025,0.375639,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2026,0.372426,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2027,0.369237,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2028,0.366069,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2029,0.362919,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2030,0.359785,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2031,0.357711,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2032,0.355637,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2033,0.353564,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2034,0.351491,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2035,0.349417,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2036,0.348582,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2037,0.347722,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2038,0.346839,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2039,0.345936,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2040,0.345013,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2041,0.345397,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2042,0.345744,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2043,0.346056,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2044,0.346336,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2045,0.346588,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2046,0.347426,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2047,0.348267,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2048,0.349109,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2049,0.349952,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2050,0.350795,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2051,0.351749,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2052,0.352696,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2053,0.353636,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2054,0.35457,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2055,0.355497,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2056,0.356725,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2057,0.357945,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2058,0.359157,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2059,0.360362,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2060,0.361559,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2061,0.362763,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2062,0.363953,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2063,0.36513,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2064,0.366295,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2065,0.367448,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2066,0.368648,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2067,0.369828,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2068,0.37099,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2069,0.372136,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2070,0.373266,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2071,0.374336,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2072,0.375381,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2073,0.376405,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2074,0.377409,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2075,0.378395,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2076,0.379316,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2077,0.380203,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2078,0.381059,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2079,0.381885,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2080,0.382685,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2081,0.383261,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2082,0.383799,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2083,0.384302,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2084,0.384774,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2085,0.385217,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2086,0.385682,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2087,0.386128,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2088,0.386559,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2089,0.386974,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2090,0.387375,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2091,0.387735,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2092,0.388077,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2093,0.388404,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2094,0.388717,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2095,0.389017,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2096,0.389237,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2097,0.389441,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2098,0.389628,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2099,0.389801,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",2100,0.389961,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM",1976,0.264375,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1977,0.271763,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1978,0.286187,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1979,0.292457,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1980,0.288699,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1981,0.286106,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1982,0.307659,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1983,0.289147,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1984,0.301257,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1985,0.308138,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1986,0.313946,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1987,0.325852,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1988,0.338401,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1989,0.333521,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1990,0.34553,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1991,0.37767,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1992,0.336373,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1993,0.346989,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1994,0.370274,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1995,0.365003,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1996,0.356902,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1997,0.394163,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1998,0.403259,"RF_BC","gcam xmldb"
"W/m^2","GCAM",1999,0.357657,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2000,0.342278,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2001,0.350862,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2002,0.379901,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2003,0.392369,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2004,0.411577,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2005,0.411577,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2006,0.401937,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2007,0.392297,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2008,0.382657,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2009,0.373017,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2010,0.363378,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2011,0.361677,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2012,0.359975,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2013,0.358274,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2014,0.356573,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2015,0.354872,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2016,0.346593,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2017,0.338314,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2018,0.330035,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2019,0.321755,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2020,0.313476,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2021,0.305197,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2022,0.297664,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2023,0.29013,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2024,0.282597,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2025,0.275063,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2026,0.268374,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2027,0.261684,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2028,0.254995,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2029,0.248306,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2030,0.241617,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2031,0.236659,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2032,0.2317,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2033,0.226742,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2034,0.221784,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2035,0.216826,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2036,0.212628,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2037,0.208429,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2038,0.204231,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2039,0.200032,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2040,0.195834,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2041,0.193313,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2042,0.190791,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2043,0.18827,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2044,0.185748,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2045,0.183227,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2046,0.181539,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2047,0.179851,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2048,0.178164,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2049,0.176476,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2050,0.174788,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2051,0.173475,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2052,0.172162,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2053,0.170849,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2054,0.169535,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2055,0.168222,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2056,0.16718,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2057,0.166138,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2058,0.165095,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2059,0.164053,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2060,0.163011,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2061,0.162074,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2062,0.161138,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2063,0.160201,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2064,0.159265,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2065,0.158328,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2066,0.157505,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2067,0.156683,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2068,0.15586,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2069,0.155037,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2070,0.154214,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2071,0.153277,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2072,0.15234,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2073,0.151402,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2074,0.150465,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2075,0.149527,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2076,0.148594,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2077,0.147661,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2078,0.146728,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2079,0.145795,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2080,0.144862,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2081,0.143797,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2082,0.142732,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2083,0.141667,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2084,0.140603,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2085,0.139538,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2086,0.138436,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2087,0.137334,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2088,0.136232,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2089,0.135131,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2090,0.134029,"RF_BC","gcam xmldb"
"W/m^2","GCAM",2091,0.132841,"RF_BC","gcam xmldb"
